stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,9005.00,27503.06,26093.06,1410.00
stage-1,9133.15,24468.77,23188.77,1280.00
stage-2,9121.82,27788.55,26508.55,1280.00
stage-3,8925.16,20289.28,18889.28,1400.00
